country,transactionId,transactionRevenue,v2ProductName,v2ProductCategory,productPrice,productQuantity
United States,ORD201612212398,20.59,Google Women's Short Sleeve Hero Tee White,Apparel,13.59,1
United States,ORD201612212422,52.79,Google Men's  Zip Hoodie,Apparel,44.79,1
United States,ORD201612212450,45.97,Google Youth Short Sleeve Tee White,Apparel,15.19,1
United States,ORD201612212450,45.97,Google Youth Short Sleeve Tee White,Apparel,15.19,1
United States,ORD201612212450,45.97,Google Women's Short Sleeve Hero Tee White,Apparel,13.59,1
United States,ORD201612212459,4.99,Windup Android,Lifestyle,3.99,1
United States,ORD201612212465,25.97,Red Shine 15 oz Mug,Drinkware,10.39,2
United States,ORD201612212465,25.97,Windup Android,Lifestyle,3.19,1
United States,ORD201612212494,117.89,Google Spiral Journal with Pen,Office,9.99,11
United States,ORD201612212496,57.55,Leatherette Journal,Office,8.79,2
United States,ORD201612212496,57.55,YouTube Hard Cover Journal,Office,11.99,1
United States,ORD201612212496,57.55,Google Hard Cover Journal,Office,11.99,2
United States,ORD201612212508,54.97,Google Onesie Green,Apparel,19.19,1
United States,ORD201612212508,54.97,Google Infant Short Sleeve Tee White,Apparel,13.59,1
United States,ORD201612212508,54.97,Android Onesie Baby Blue,Apparel,19.19,1
United States,ORD201612212514,27.56,Engraved Ceramic Google Mug,Drinkware,7.19,2
United States,ORD201612212514,27.56,Crunch Noise Dog Toy,Accessories,3.99,1
United States,ORD201612212514,27.56,Android Journal Book Set,Office,7.19,1
United States,ORD201612212520,158.98,Google Women's Lightweight Microfleece Jacket,Apparel,74.99,1
United States,ORD201612212520,158.98,Google Men's Lightweight Microfleece Jacket Black,Apparel,74.99,1
United States,ORD201612212523,45.37,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,13.59,1
United States,ORD201612212523,45.37,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,13.59,1
United States,ORD201612212523,45.37,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,15.19,1
Puerto Rico,ORD201612212531,8.99,22 oz Android Bottle,Bottles,2.99,1
United States,ORD201612212535,120.97,Google Men's  Zip Hoodie,Apparel,55.99,1
United States,ORD201612212535,120.97,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Apparel,34.99,1
United States,ORD201612212535,120.97,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,24.99,1
United States,ORD201612212542,26.17,Google Collapsible Pet Bowl,Lifestyle,3.99,1
United States,ORD201612212542,26.17,Crunch Noise Dog Toy,Accessories,3.99,1
United States,ORD201612212542,26.17,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,15.19,1
United States,ORD201612212549,44.38,Android 24 oz Contigo Bottle,Drinkware,19.19,1
United States,ORD201612212549,44.38,Android 24 oz Contigo Bottle,Drinkware,19.19,1
Canada,ORD201612212560,76.42,Ballpoint Stick Pen 4 Pack,Office,3.19,18
Canada,ORD201612212560,76.42,Google Doodle Decal,Office,2.8,5
United States,ORD201612212565,167.15,Google Women's Fleece Hoodie,Apparel,44.79,1
United States,ORD201612212565,167.15,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,15.19,1
United States,ORD201612212565,167.15,Men's Softshell Jacket Black/Grey,Apparel,79.19,1
United States,ORD201612212565,167.15,Red Shine 15 oz Mug,Drinkware,10.39,1
United States,ORD201612212565,167.15,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,13.59,1
United States,ORD201612212570,114.17,Google Women's Fleece Hoodie,Apparel,44.79,1
United States,ORD201612212570,114.17,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,17.59,1
United States,ORD201612212570,114.17,Google Women's Fleece Hoodie,Apparel,44.79,1
United States,ORD201612212571,39.74,YouTube Men's Short Sleeve Hero Tee Charcoal,Apparel,15.19,1
United States,ORD201612212571,39.74,Foam Can and Bottle Cooler,Drinkware,1.59,4
United States,ORD201612212571,39.74,YouTube Men's Vintage Tee,Apparel,15.19,1
United States,ORD201612212578,82.95,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,13.59,1
United States,ORD201612212578,82.95,Android Men's Short Sleeve Hero Tee White,Apparel,13.59,1
United States,ORD201612212578,82.95,Google Women's Short Sleeve Hero Tee White,Apparel,13.59,1
United States,ORD201612212578,82.95,Android 17oz Stainless Steel Sport Bottle,Drinkware,15.19,1
United States,ORD201612212578,82.95,20 oz Stainless Steel Insulated Tumbler,Drinkware,19.99,1
United States,ORD201612212581,32.97,Google Sunglasses,Lifestyle,2.8,1
United States,ORD201612212581,32.97,Android Youth Short Sleeve T-shirt Pewter,Apparel,15.19,1
United States,ORD201612212581,32.97,Google Kick Ball,Lifestyle,1.59,1
United States,ORD201612212581,32.97,24 oz YouTube Sergeant Stripe Bottle,Drinkware,6.39,1
United States,ORD201612212600,121.52,23 oz Wide Mouth Sport Bottle,Drinkware,8.79,1
United States,ORD201612212600,121.52,Red Shine 15 oz Mug,Drinkware,10.39,2
United States,ORD201612212600,121.52,Crunch Noise Dog Toy,Accessories,3.99,1
United States,ORD201612212600,121.52,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,15.19,1
United States,ORD201612212600,121.52,Google Lunch Bag,Bags,11.19,1
United States,ORD201612212600,121.52,Google Women's Fleece Hoodie,Apparel,44.79,1
United States,ORD201612212600,121.52,Google Twill Cap,Apparel,8.79,1
United States,ORD201612212601,106.95,Google Men's Short Sleeve Hero Tee Heather,Apparel,18.99,1
United States,ORD201612212601,106.95,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,24.99,1
United States,ORD201612212601,106.95,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,18.99,1
United States,ORD201612212601,106.95,Google Women's Long Sleeve Tee Lavender,Apparel,23.99,1
United States,ORD201612212601,106.95,Google Women's Short Sleeve Hero Tee White,Apparel,16.99,1
United States,ORD201612212601,21.99,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,18.99,1
United States,ORD201612212602,337.1,Recycled Paper Journal Set,Office,3.19,30
United States,ORD201612212602,337.1,Google Device Stand,Electronics,3.99,30
United States,ORD201612212602,337.1,22 oz YouTube Bottle Infuser,Bottles,3.99,30
United States,ORD201612212603,351.0,Gift Card - $25.00,Gift Cards,25.0,1
United States,ORD201612212605,176.6,Engraved Ceramic Google Mug,Drinkware,7.19,4
United States,ORD201612212605,176.6,Google Youth Short Sleeve Tee Red,Apparel,15.19,1
United States,ORD201612212605,176.6,Google Toddler Short Sleeve T-shirt Green,Apparel,13.59,1
United States,ORD201612212605,176.6,Google Youth Short Sleeve T-shirt Royal Blue,Apparel,15.19,1
United States,ORD201612212605,176.6,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,13.59,1
United States,ORD201612212605,176.6,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,13.59,1
United States,ORD201612212605,176.6,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,13.59,1
United States,ORD201612212605,176.6,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,13.59,1
United States,ORD201612212605,176.6,Google Men's Short Sleeve Hero Tee Heather,Apparel,15.19,1
United States,ORD201612212605,176.6,Collapsible Shopping Bag,Bags,3.99,2
United States,ORD201612212605,176.6,Sport Bag,Bags,3.99,2
United States,ORD201612212605,176.6,Google Sunglasses,Lifestyle,2.8,1
United States,ORD201612212605,176.6,Google Sunglasses,Lifestyle,2.8,1
United States,ORD201612212605,176.6,Google Sunglasses,Lifestyle,2.8,1
United States,ORD201612212605,176.6,Google Sunglasses,Lifestyle,2.8,1
United States,ORD201612212605,176.6,Maze Pen,Office,0.79,4
United States,ORD201612212606,156.52,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,13.59,1
United States,ORD201612212606,156.52,Google Laptop Backpack,Bags,79.99,1
United States,ORD201612212606,156.52,Google Laptop and Cell Phone Stickers,Office,1.59,2
United States,ORD201612212606,156.52,Colored Pencil Set,Office,2.39,1
United States,ORD201612212606,156.52,Google 17oz Stainless Steel Sport Bottle,Drinkware,15.19,2
United States,ORD201612212606,156.52,Google Wool Heather Cap Heather/Navy,Headgear,19.99,1
United States,ORD201612212083,80.18,Google Women's Lightweight Microfleece Jacket,Apparel,59.99,1
United States,ORD201612212083,80.18,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,15.19,1
United States,ORD201612212167,14.99,Android Rise 14 oz Mug,Drinkware,12.99,1
United States,ORD201612212204,51.98,YouTube Trucker Hat,Headgear,21.99,2
United States,ORD201612212321,46.79,YouTube Men's Fleece Hoodie Black,Apparel,44.79,1
United States,ORD201612212319,92.98,Google Women's Quilted Insulated Vest Black,Apparel,59.99,1
United States,ORD201612212319,92.98,Google Tri-blend Hoodie Grey,Apparel,31.99,1
United States,ORD201612212374,91.8,Bottle Opener Clip,Drinkware,2.8,20
United States,ORD201612212374,91.8,Foam Can and Bottle Cooler,Drinkware,1.59,20
United States,ORD201612212377,25.58,Google Twill Cap,Apparel,8.79,2
United States,ORD201612221898,26.58,Engraved Ceramic Google Mug,Drinkware,7.19,1
United States,ORD201612221898,26.58,Red Shine 15 oz Mug,Drinkware,10.39,1
United States,ORD201612221927,19.19,Google Men's Short Sleeve Hero Tee Heather,Apparel,15.19,1
United States,ORD201612221959,35.38,Google Men's Short Sleeve Hero Tee Heather,Apparel,15.19,1
United States,ORD201612221959,35.38,Google Men's Vintage Badge Tee Black,Apparel,15.19,1
United States,ORD201612221961,18.19,Google Men's Short Sleeve Hero Tee Heather,Apparel,15.19,1
United States,ORD201612221962,16.59,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,13.59,1
United States,ORD201612221973,22.98,Google Collapsible Pet Bowl,Lifestyle,4.99,1
United States,ORD201612221973,22.98,Crunch Noise Dog Toy,Accessories,4.99,1
United States,ORD201612221973,22.98,SPF-15 Slim & Slender Lip Balm,Housewares,2.5,4
United States,ORD201612221977,38.98,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,16.99,1
United States,ORD201612221977,38.98,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,16.99,1
United States,ORD201612221984,122.14,Google Onesie Green,Apparel,19.19,3
United States,ORD201612221984,122.14,Google Onesie Red,Apparel,19.19,3
United States,ORD201612221986,82.19,Men's Softshell Jacket Black/Grey,Apparel,79.19,1
United States,ORD201612221992,29.98,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,19.99,1
United States,ORD201612221992,29.98,Crunch Noise Dog Toy,Accessories,3.99,1
United States,ORD201612221998,32.57,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,19.99,1
United States,ORD201612221998,32.57,Google 22 oz Water Bottle,Drinkware,2.39,1
United States,ORD201612221998,32.57,Engraved Ceramic Google Mug,Drinkware,7.19,1
United States,ORD201612222002,25.98,YouTube Men's Short Sleeve Hero Tee Black,Apparel,16.99,1
United States,ORD201612222002,25.98,YouTube Custom Decals,Office,1.99,1
United States,ORD201612222011,115.96,Google Men's Convertible Vest-Jacket Pewter,Apparel,79.19,1
United States,ORD201612222011,115.96,Google Blackout Cap,Headgear,15.19,1
United States,ORD201612222011,115.96,Windup Android,Lifestyle,3.19,1
United States,ORD201612222011,115.96,Red Shine 15 oz Mug,Drinkware,10.39,1
United States,ORD201612222015,35.78,Google Tube Power Bank,Electronics,13.59,1
United States,ORD201612222015,35.78,Google Toddler Raglan Shirt Blue Heather/Navy,Apparel,19.19,1
United States,ORD201612222018,158.13,Google Trucker Hat,Headgear,17.59,1
United States,ORD201612222018,158.13,Foam Can and Bottle Cooler,Drinkware,1.59,4
United States,ORD201612222018,158.13,Google Women's Zip Hoodie Grey,Apparel,111.99,1
United States,ORD201612222018,158.13,Android Rise 14 oz Mug,Drinkware,10.39,1
United States,ORD201612222018,158.13,Google Doodle Decal,Office,2.8,1
United States,ORD201612222021,134.56,Crunch Noise Dog Toy,Accessories,3.99,1
United States,ORD201612222021,134.56,Google Women's Short Sleeve Hero Tee White,Apparel,13.59,1
United States,ORD201612222021,134.56,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,19.99,1
United States,ORD201612222021,134.56,Google Men's Watershed Full Zip Hoodie Grey,Apparel,87.99,1
United States,ORD201612222027,39.39,Google Infant Zip Hood Royal Blue,Apparel,30.39,1
United States,ORD201612222031,69.97,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,16.99,1
United States,ORD201612222031,69.97,Google Women's Vintage Hero Tee White,Apparel,18.99,1
United States,ORD201612222031,69.97,20 oz Stainless Steel Insulated Tumbler,Drinkware,24.99,1
United States,ORD201612222035,15.18,Ballpoint Stick Pen 4 Pack,Office,3.19,1
United States,ORD201612222035,15.18,Rainbow Stylus Pen,Office,1.2,1
United States,ORD201612222035,15.18,Retractable Ballpoint Pen Red,Office,1.0,1
United States,ORD201612222035,15.18,Color Changing Grip Pen,Office,1.2,1
United States,ORD201612222035,15.18,Google Ballpoint Pen Black,Office,1.59,1
United States,ORD201612222038,67.46,Four Color Retractable Pen,Office,2.99,2
United States,ORD201612222038,67.46,Gel Roller Pen,Office,3.5,3
United States,ORD201612222038,67.46,Google Tri-blend Hoodie Grey,Apparel,39.99,1
United States,ORD201612222038,67.46,Google Laptop and Cell Phone Stickers,Office,1.99,1
United States,ORD201612222041,121.94,Google Men's Short Sleeve Hero Tee Heather,Apparel,18.99,1
United States,ORD201612222041,121.94,Google Men's Short Sleeve Hero Tee Heather,Apparel,18.99,1
United States,ORD201612222041,121.94,Google Women's Short Sleeve Hero Tee Heather,${productitem.product.origCatName},18.99,3
United States,ORD201612222041,121.94,Google Women's Short Sleeve Hero Tee Heather,Apparel,18.99,1
United States,ORD201612222056,142.16,Android Journal Book Set,Office,7.19,12
United States,ORD201612222056,142.16,Electronics Accessory Pouch,Bags,3.99,12
United States,ORD201612222059,17.19,Straw Beach Mat,Lifestyle,7.99,1
United States,ORD201612222059,17.19,Keyboard DOT Sticker,Office,1.2,1
United States,ORD201612222062,40.94,Google Men's Short Sleeve Hero Tee Heather,Apparel,18.99,1
United States,ORD201612222062,40.94,Red Shine 15 oz Mug,Drinkware,12.99,1
United States,ORD201612222062,40.94,Google Kick Ball,Lifestyle,1.99,4
United States,ORD201612222064,1529.0,Reusable Shopping Bag,Bags,3.5,50
United States,ORD201612222064,1529.0,Red Shine 15 oz Mug,Drinkware,12.99,50
United States,ORD201612222064,1529.0,Android Sticker Sheet Ultra Removable,Office,2.99,50
United States,ORD201612222064,1529.0,Recycled Paper Journal Set,Office,3.99,25
United States,ORD201612222064,1529.0,Recycled Paper Journal Set,Office,3.99,25
United States,ORD201612222064,1529.0,Galaxy Screen Cleaning Cloth,Office,1.99,50
United States,ORD201612222064,1529.0,Google 22 oz Water Bottle,Drinkware,2.99,25
United States,ORD201612222064,1529.0,Google 22 oz Water Bottle,Drinkware,2.99,25
United States,ORD201612222064,1529.0,Google Laptop and Cell Phone Stickers,Office,1.99,50
United States,ORD201612222073,13.99,YouTube Leatherette Notebook Combo,Office,6.99,1
United States,ORD201612222074,45.57,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,15.19,1
United States,ORD201612222074,45.57,Google Men's Short Sleeve Hero Tee Heather,Apparel,15.19,1
United States,ORD201612222074,45.57,Engraved Ceramic Google Mug,Drinkware,7.19,1
United States,ORD201612222077,55.97,Google Youth Short Sleeve Tee White,Apparel,15.19,1
United States,ORD201612222077,55.97,Google Toddler Short Sleeve T-shirt Royal Blue,Apparel,13.59,1
United States,ORD201612222077,55.97,Google Onesie Green,Apparel,19.19,1
United States,ORD201612222079,63.99,Google Men's  Zip Hoodie,Apparel,55.99,1
United States,ORD201612222080,71.75,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,13.59,1
United States,ORD201612222080,71.75,Google Men's Short Sleeve Performance Badge Tee Navy,Apparel,17.59,1
United States,ORD201612222080,71.75,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,13.59,1
United States,ORD201612222080,71.75,Google Twill Cap,Apparel,8.79,1
United States,ORD201612222080,71.75,Engraved Ceramic Google Mug,Drinkware,7.19,1
United States,ORD201612222080,71.75,Google Doodle Decal,Office,2.8,1
United States,ORD201612222080,71.75,Color Changing Grip Pen,Office,1.2,2
United States,ORD201612222080,71.75,Google Sunglasses,Lifestyle,2.8,1
United States,ORD201612221707,27.99,Google Vintage Henley Grey/Black,Apparel,23.99,1
United States,ORD201612221847,122.99,Google G Noise-reducing Bluetooth Headphones,Electronics,119.99,1
United States,ORD201612221860,42.98,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,19.99,2
United States,ORD201612231383,49.79,YouTube Men's Fleece Hoodie Black,Apparel,44.79,1
United States,ORD201612231394,19.99,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,16.99,1
United States,ORD201612231415,31.39,Google Infant Zip Hood Pink,Apparel,30.39,1
United States,ORD201612231416,24.99,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,18.99,1
United States,ORD201612231421,97.99,Google Men's Performance Full Zip Jacket Black,Apparel,95.99,1
United States,ORD201612231444,28.99,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,24.99,1
United States,ORD201612231445,75.39,Men's Weatherblock Shell Jacket Black,Apparel,74.39,1
Uruguay,ORD201612231465,9.5,Google Sunglasses,Lifestyle,3.5,1
United States,ORD201612231474,20.98,YouTube Custom Decals,Office,1.99,1
United States,ORD201612231474,20.98,YouTube Men's Short Sleeve Hero Tee White,Apparel,16.99,1
United States,ORD201612231479,52.0,Gift Card - $50.00,Gift Cards,50.0,1
United States,ORD201612231485,51.79,Google Men's  Zip Hoodie,Apparel,44.79,1
United States,ORD201612231486,28.38,Google 25 oz Blue Stainless Steel Bottle,Drinkware,11.19,1
United States,ORD201612231486,28.38,Google Women's Short Sleeve Hero Tee Heather,Apparel,15.19,1
United States,ORD201612231492,174.91,Metal Earbuds with Small Zipper Case,Electronics,10.99,1
United States,ORD201612231492,174.91,Android BTTF Cosmos Graphic Tee,Apparel,19.99,1
United States,ORD201612231492,174.91,Google Men's Bayside Graphic Tee,Apparel,19.99,1
United States,ORD201612231492,174.91,Google Collapsible Duffel Blue,More Bags,21.99,1
United States,ORD201612231492,174.91,Google Collapsible Duffel Black,More Bags,21.99,2
United States,ORD201612231492,174.91,Engraved Ceramic Google Mug,Drinkware,8.99,1
United States,ORD201612231492,174.91,Google Accent Insulated Stainless Steel Bottle,Drinkware,24.99,1
United States,ORD201612231492,174.91,Google Women's Vintage Hero Tee Black,Apparel,18.99,1
United States,ORD201612231497,11.9,Maze Pen,Office,0.99,10
United States,ORD201612231501,173.72,Google Women's Vintage Hero Tee White,Apparel,15.19,1
United States,ORD201612231501,173.72,Google Men's Pullover Hoodie Grey,Apparel,41.59,1
United States,ORD201612231501,173.72,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,13.59,1
United States,ORD201612231501,173.72,Google Women's 1/4 Zip Jacket Charcoal,Apparel,87.99,1
United States,ORD201612231501,173.72,Google Sunglasses,Lifestyle,2.8,1
United States,ORD201612231501,173.72,Google Sunglasses,Lifestyle,2.8,1
United States,ORD201612231501,173.72,Google Collapsible Pet Bowl,Lifestyle,3.99,1
United States,ORD201612231501,173.72,Google Laptop and Cell Phone Stickers,Office,1.59,1
United States,ORD201612231501,173.72,Foam Can and Bottle Cooler,Drinkware,1.59,2
United States,ORD201612231502,498.5,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,13.59,1
United States,ORD201612231502,498.5,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,13.59,1
United States,ORD201612231502,498.5,Google Men's Quilted Insulated Vest Battleship Grey,Apparel,59.99,1
United States,ORD201612231502,498.5,Men's Weatherblock Shell Jacket Black,Apparel,74.39,1
United States,ORD201612231502,498.5,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,15.19,1
United States,ORD201612231502,498.5,Google Women's Fleece Hoodie,Apparel,44.79,1
United States,ORD201612231502,498.5,Google Women's Quilted Insulated Vest Black,Apparel,59.99,1
United States,ORD201612231502,498.5,Google Women's 1/4 Zip Performance Pullover Two-Tone Blue,Apparel,51.99,1
United States,ORD201612231502,498.5,Google Women's Quilted Insulated Vest Black,Apparel,59.99,1
United States,ORD201612231502,498.5,Google Women's Insulated Thermal Vest Navy,Apparel,95.99,1
United States,ORD201612231220,50.79,YouTube Women's Fleece Hoodie Black,Apparel,44.79,1
United States,ORD201612231370,53.79,YouTube Women's Fleece Hoodie Black,Apparel,44.79,1
United States,ORD201612231371,48.99,Google Bluetooth Headphones,Electronics,39.99,1
United States,ORD20161224909,59.99,Google Women's Fleece Hoodie,Apparel,55.99,1
United States,ORD20161224935,107.0,Gift Card - $25.00,Gift Cards,25.0,1
United States,ORD20161224935,107.0,Gift Card - $25.00,Gift Cards,25.0,1
United States,ORD20161224939,11.98,Waze Baby on Board Window Decal,Waze,2.99,1
United States,ORD20161224939,11.98,Waze Mood Original Window Decal,Waze,1.99,1
United States,ORD20161224981,22.99,YouTube Men's Short Sleeve Hero Tee Black,Apparel,16.99,1
United States,ORD20161224983,155.98,Google Men's Performance 1/4 Zip Pullover Heather/Black,Apparel,87.99,1
United States,ORD20161224983,155.98,Google Men's Quilted Insulated Vest Black,Apparel,59.99,1
United States,ORD20161224992,29.99,20 oz Stainless Steel Insulated Tumbler,Drinkware,24.99,1
United States,ORD201612241015,47.79,Android Women's Fleece Hoodie,Apparel,44.79,1
United States,ORD201612241033,20.99,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,16.99,1
France,ORD201612241044,33.99,Google Men's Long Sleeve Pullover Badge Tee Heather,Apparel,27.99,1
United States,ORD201612241054,13.99,22 oz YouTube Bottle Infuser,Bottles,4.99,1
United States,ORD201612241077,52.99,Google Men's Pullover Hoodie Grey,Apparel,51.99,1
United States,ORD201612241081,39.98,YouTube Men's Short Sleeve Hero Tee Black,Apparel,16.99,1
United States,ORD201612241081,39.98,YouTube Men's Short Sleeve Hero Tee White,Apparel,16.99,1
United States,ORD201612241084,28.99,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,24.99,1
United States,ORD201612241083,62.99,Google Women's Fleece Hoodie,Apparel,55.99,1
United States,ORD201612241095,41.98,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,16.99,1
United States,ORD201612241095,41.98,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,16.99,1
United States,ORD201612241095,26.99,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,18.99,1
United States,ORD201612241114,241.95,Google Men's Watershed Full Zip Hoodie Grey,Apparel,87.99,1
United States,ORD201612241114,241.95,Google Men's  Zip Hoodie,Apparel,44.79,1
United States,ORD201612241114,241.95,Google Men's Performance Polo Grey/Black,Apparel,71.99,1
United States,ORD201612241114,241.95,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,17.59,1
United States,ORD201612241114,241.95,Google Men's Short Sleeve Performance Badge Tee Black,Apparel,17.59,1
Canada,ORD201612241121,40.98,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,16.99,1
Canada,ORD201612241121,40.98,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,16.99,1
Indonesia,ORD201612241126,88.94,Android BTTF Cosmos Graphic Tee,Apparel,15.99,1
Indonesia,ORD201612241126,88.94,Google Luggage Tag,Accessories,7.19,2
Indonesia,ORD201612241126,88.94,Android Sticker Sheet Ultra Removable,Office,2.39,1
Indonesia,ORD201612241126,88.94,Android Heavyweight Long Sleeve Badge Tee Black,Apparel,31.99,1
Indonesia,ORD201612241126,88.94,Google Men's Vintage Badge Tee Black,Apparel,15.19,1
United States,ORD201612241130,25.45,Galaxy Screen Cleaning Cloth,Office,1.99,1
United States,ORD201612241130,25.45,Google Laptop and Cell Phone Stickers,Office,1.99,1
United States,ORD201612241130,25.45,Electronics Accessory Pouch,Bags,4.99,1
United States,ORD201612241130,25.45,Android Sticker Sheet Ultra Removable,Office,2.99,1
United States,ORD201612241130,25.45,Rocket Flashlight,Electronics,4.99,1
United States,ORD201612241130,25.45,Recycled Mouse Pad,Electronics,1.5,1
United States,ORD201612251121,66.99,Google Women's Quilted Insulated Vest White,Apparel,59.99,1
United States,ORD201612251186,36.98,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,16.99,1
United States,ORD201612251186,36.98,Google 17oz Stainless Steel Sport Bottle,Drinkware,18.99,1
United States,ORD201612251207,104.13,Google Lunch Bag,Bags,11.19,2
United States,ORD201612251207,104.13,Google Women's Long Sleeve Tee Lavender,Apparel,19.19,1
United States,ORD201612251207,104.13,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,15.19,1
United States,ORD201612251207,104.13,Google Zipper-front Sports Bag,Bags,15.99,1
United States,ORD201612251207,104.13,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,15.19,1
United States,ORD201612251207,104.13,YouTube Men's Short Sleeve Hero Tee Charcoal,Apparel,15.19,1
United States,ORD201612251213,118.96,Google Men's  Zip Hoodie,Apparel,55.99,1
United States,ORD201612251213,118.96,Google Men's Vintage Badge Tee Black,Apparel,18.99,1
United States,ORD201612251213,118.96,Google Women's Long Sleeve Tee Lavender,Apparel,23.99,1
United States,ORD201612251213,118.96,Google Women's Vintage Hero Tee Black,Apparel,18.99,1
United States,ORD201612251218,136.37,Google Men's  Zip Hoodie,Apparel,44.79,2
United States,ORD201612251218,136.37,Google Women's Fleece Hoodie,Apparel,44.79,1
United States,ORD201612251219,53.37,26 oz Double Wall Insulated Bottle,Drinkware,19.99,1
United States,ORD201612251219,53.37,Red Shine 15 oz Mug,Drinkware,10.39,1
United States,ORD201612251219,53.37,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,19.99,1
United States,ORD201612251224,95.58,Google Women's Fleece Hoodie,Apparel,44.79,1
United States,ORD201612251224,95.58,Google Men's  Zip Hoodie,Apparel,44.79,1
United States,ORD201612251226,99.97,Google Men's Lightweight Microfleece Jacket Black,Apparel,59.99,1
United States,ORD201612251226,99.97,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,13.59,1
United States,ORD201612251226,99.97,Google Snapback Hat Black,Headgear,18.39,1
Mexico,ORD201612251231,41.58,20 oz Stainless Steel Insulated Tumbler,Drinkware,19.99,1
Mexico,ORD201612251231,41.58,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,13.59,1
United States,ORD201612251232,21.0,Google Sunglasses,Lifestyle,3.5,1
United States,ORD201612251232,21.0,Google Sunglasses,Lifestyle,3.5,1
United States,ORD201612251232,21.0,Google Sunglasses,Lifestyle,3.5,1
United States,ORD201612251232,21.0,Google Sunglasses,Lifestyle,3.5,1
United States,ORD201612251242,44.98,Google Toddler Hoodie Royal Blue,Apparel,30.39,1
United States,ORD201612251242,44.98,Google Women's Short Sleeve Hero Tee White,Apparel,13.59,1
Canada,ORD201612251244,103.15,Google Men's  Zip Hoodie,Apparel,44.79,1
Canada,ORD201612251244,103.15,Google Canvas Tote Natural/Navy,Bags,12.79,1
Canada,ORD201612251244,103.15,Engraved Ceramic Google Mug,Drinkware,7.19,2
Canada,ORD201612251244,103.15,Google 40 oz Insulated Monster Bottle,Drinkware,27.19,1
United States,ORD201612251245,179.91,Google Women's Short Sleeve Hero Tee White,Apparel,16.99,1
United States,ORD201612251245,179.91,Google Men's Short Sleeve Hero Tee Heather,Apparel,18.99,2
United States,ORD201612251245,179.91,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,24.99,1
United States,ORD201612251245,179.91,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,16.99,2
United States,ORD201612251245,179.91,Google Men's Vintage Badge Tee White,Apparel,18.99,2
United States,ORD201612251245,179.91,Google 17oz Stainless Steel Sport Bottle,Drinkware,18.99,1
